Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
1/30/2023,10:30 AM,Unknown,Unknown,Minnesota:,MRO,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.",Suspicious Activity,Unknown,Unknown
1/31/2023,8:15 AM,2/6/2023,5:00 PM,"Texas: Dallas County, Anderson County, Bosque County, Collin County, Comanche County, Cooke County, Delta County, Denton County, Ellis County, Erath County, Fannin County, Freestone County, Hamilton County, Henderson County, Hill County, Hood County, Hopkins County, Hunt County, Jack County, Johnson County, Kaufman County, Lamar County, Navarro County, Palo Pinto County, Parker County, Rains County, Red River County, Rockwall County, Somervell County, Tarrant County, Van Zandt County, Wichita County, Wise County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,360000
2/1/2023,5:00 AM,2/4/2023,10:39 PM,Texas: Travis County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,370,173879
2/2/2023,10:07 PM,2/3/2023,4:08 PM,Colorado:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
2/2/2023,11:00 AM,Unknown,Unknown,Pennsylvania: Westmoreland County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
2/2/2023,8:15 AM,2/2/2023,7:45 PM,Arkansas: Mississippi: Texas:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,74426
2/2/2023,2:37 PM,2/2/2023,2:47 PM,Maryland: Cecil County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
2/3/2023,4:00 PM,2/3/2023,4:45 PM,Oregon: Washington: Yakima County; Idaho: Utah: Wyoming:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
2/4/2023,11:14 AM,2/4/2023,12:55 PM,Ohio: Gallia County;,RF,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,2000,Unknown
2/6/2023,5:06 PM,2/6/2023,5:31 PM,Florida: Hillsborough County;,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
2/6/2023,10:00 AM,2/6/2023,10:02 AM,Maryland:,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
2/7/2023,1:34 PM,2/7/2023,2:06 PM,Wisconsin: La Crosse County;,MRO,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
2/7/2023,6:15 AM,2/7/2023,6:20 AM,Illinois: DuPage County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
2/7/2023,8:30 AM,Unknown,Unknown,New York: Queens County;,NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
2/8/2023,1:30 PM,2/8/2023,2:00 PM,Pennsylvania: Lawrence County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
2/11/2023,11:17 AM,2/11/2023,6:20 PM,Texas: Taylor County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
2/13/2023,9:50 PM,2/14/2023,2:24 AM,California: San Diego County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Suspicious Activity,0,0
2/13/2023,5:27 AM,2/13/2023,3:00 PM,Wisconsin: Chippewa County;,MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
2/15/2023,2:25 PM,2/15/2023,2:30 PM,Florida: Clay County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
2/18/2023,12:00 AM,2/18/2023,12:05 AM,Oklahoma: Kay County;,MRO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
2/19/2023,8:18 AM,2/19/2023,12:15 PM,California: Riverside County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
2/21/2023,9:45 AM,Unknown,Unknown,Texas: Cameron County;,TRE,Cyber event that could potentially impact electric power system adequacy or reliability,Cyber Event,0,0
2/21/2023,5:27 AM,2/21/2023,6:41 AM,Florida: Hillsborough County;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
2/21/2023,1:14 PM,2/21/2023,2:36 PM,Florida: Orange County;,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Attack/Vandalism,Unknown,2547
2/22/2023,6:41 PM,2/25/2023,4:12 PM,"Michigan: Van Buren County, Kalamazoo County, St. Joseph County, Calhoun County, Branch County, Hillsdale County, Jackson County, Washtenaw County, Monroe County, Lenawee County, Ingham County, Barry County, Allegan County, Ottawa County, Eaton County, Ingham County, Shiawassee County, Clinton County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,261043
2/22/2023,6:30 PM,Unknown,Unknown,Michigan:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,6200,623358
2/22/2023,4:00 PM,2/22/2023,4:01 PM,South Dakota:,MRO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
2/23/2023,4:30 AM,2/23/2023,1:00 PM,"Wisconsin: Kenosha County, Racine County, Milwaukee County, Walworth County, Jefferson County, Waukesha County; Michigan:",MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,143,57000
2/23/2023,8:50 AM,2/23/2023,12:38 PM,Colorado: Larimer County;,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,System Operations,0,0
2/24/2023,12:29 PM,2/24/2023,12:45 PM,Florida: Pasco County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
2/25/2023,12:08 AM,2/26/2023,6:08 PM,California: Los Angeles County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,153555
2/26/2023,2:08 PM,2/26/2023,3:13 PM,North Carolina:,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Attack/Vandalism,Unknown,Unknown
2/27/2023,1:25 PM,2/27/2023,11:59 PM,"Michigan: Newaygo County, Oceana County, Ionia County, Montcalm County, Jackson County, Van Buren County, Washtenaw County, Hillsdale County, Lenawee County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,76000
2/28/2023,8:00 AM,2/28/2023,8:30 AM,Wisconsin: Outagamie County;,MRO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,14,0
3/1/2023,12:00 AM,3/1/2023,12:41 AM,Indiana: Hamilton County;,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
3/2/2023,7:00 PM,3/4/2023,11:00 PM,"Texas: Montague County, Cooke County, Grayson County, Fannin County, Lamar County, Young County, Jack County, Wise County, Denton County, Collin County, Hunt County, Delta County, Hopkins County, Stephens County, Palo Pinto County, Parker County, Tarrant County, Dallas County, Rockwall County, Kaufman County, Van Zandt County, Rains County, Eastland County, Erath County, Hood County, Somervell County, Johnson County, Ellis County, Henderson County, Comanche County, Mills County, Hamilton County, Bosque County, Hill County, Navarro County, Freestone County, Anderson County, Lampasas County, Coryell County, Bell County, McLennan County, Falls County, Limestone County, Leon County, Milam County, Robertson County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,470000
3/3/2023,1:45 PM,3/3/2023,1:50 PM,Illinois: Cook County;,SERC/RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
3/3/2023,9:45 AM,3/3/2023,9:50 AM,Mississippi:,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,38,12014
3/3/2023,8:00 AM,3/3/2023,8:01 AM,Texas: Tarrant County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Suspicious Activity,0,0
3/3/2023,3:40 PM,Unknown,Unknown,"Kentucky: Oldham County, Jefferson County, Fayette County, Franklin County, Hardin County, Hart County, Hopkins County, Jessamine County, Muhlenberg County, Nelson County, Scott County, Shelby County, Spencer County, Washington County, Woodford County, Bullitt County, Meade County, Lyon County, LaRue County, Henry County, Grayson County, Boyle County, Christian County, Anderson County; Virginia: Wise County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,346000
3/3/2023,7:28 PM,3/3/2023,8:54 PM,Ohio: Kentucky:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,57186
3/3/2023,2:00 PM,3/4/2023,4:00 AM,Tennessee: Davidson County;,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,115000
3/3/2023,5:50 PM,3/5/2023,12:01 PM,Michigan:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,200000
3/3/2023,12:45 PM,3/3/2023,10:42 PM,Alabama: Georgia: Mississippi:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,346,48384
3/3/2023,3:40 PM,Unknown,Unknown,"Kentucky: Oldham County, Jefferson County, Fayette County, Franklin County, Hardin County, Hart County, Hopkins County, Jessamine County, Muhlenberg County, Nelson County, Scott County, Shelby County, Spencer County, Washington County, Woodford County, Bullitt County, Meade County, Lyon County, LaRue County, Henry County, Grayson County, Boyle County, Christian County, Anderson County; Virginia: Williamsburg, City of[23], Wise County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,Unknown
3/4/2023,7:05 AM,3/4/2023,7:06 AM,Louisiana:,SERC,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident,Transmission Interruption,965,33
3/4/2023,7:05 AM,3/4/2023,7:06 AM,Louisiana:,SERC,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident,Transmission Interruption,800,Unknown
3/5/2023,8:03 PM,3/6/2023,3:38 PM,Georgia: Fulton County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
3/5/2023,11:53 AM,3/6/2023,7:51 AM,"West Virginia: Randolph County, Barbour County;",RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
3/6/2023,4:18 PM,3/6/2023,5:30 PM,Virginia: Orange County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack/Vandalism,1,0
3/7/2023,11:00 AM,3/7/2023,3:45 PM,Texas: Lubbock County; New Mexico:,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Vandalism,0,0
3/7/2023,10:26 AM,3/7/2023,2:42 PM,Texas: Lubbock County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Vandalism,0,0
3/8/2023,12:02 AM,Unknown,Unknown,Texas: Bee County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
3/8/2023,1:00 AM,3/8/2023,2:00 AM,Indiana: Hendricks County;,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
3/9/2023,6:00 PM,3/10/2023,6:00 PM,"Wisconsin: Walworth County, Waukesha County, Milwaukee County, Racine County, Ozaukee County, Kenosha County;",MRO/RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,250,100000
3/10/2023,4:48 AM,3/10/2023,1:07 PM,"Texas: Webb County, Hidalgo County;",TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,0,0
3/10/2023,8:00 AM,3/10/2023,8:56 AM,Idaho: Ada County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
3/14/2023,8:00 AM,3/16/2023,8:20 AM,Connecticut: Massachusetts: Vermont: Rhode Island: New Hampshire: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,83000
3/14/2023,9:25 AM,3/15/2023,3:00 PM,New York:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,Unknown
3/16/2023,10:34 AM,3/16/2023,2:26 PM,Texas: Lubbock County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
3/22/2023,5:45 AM,3/22/2023,5:46 AM,Pennsylvania: Greene County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,621,0
3/23/2023,5:19 PM,3/23/2023,6:06 PM,Washington: King County;,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Cyber Event,0,0
3/23/2023,11:37 AM,3/23/2023,11:38 AM,Texas: Tarrant County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
3/23/2023,12:39 AM,3/23/2023,12:40 AM,Nevada: Clark County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Attack/Vandalism,24,11479
3/25/2023,4:13 PM,3/27/2023,6:30 PM,Michigan:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,5800,67893
3/25/2023,4:12 PM,Unknown,Unknown,Ohio: West Virginia: Virginia:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,160801
3/26/2023,12:52 PM,3/26/2023,1:54 PM,Washington: Oregon: Josephine County; California: Idaho: Utah: Wyoming: Montana:,WECC ,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Vandalism,34,Unknown
3/28/2023,6:03 PM,3/28/2023,8:08 PM,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
3/28/2023,5:22 AM,3/28/2023,6:57 AM,Texas: Montgomery County;,TRE,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
3/28/2023,10:05 AM,Unknown,Unknown,Texas: Hartley County;,TRE,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
3/29/2023,5:26 AM,3/29/2023,7:23 AM,Nebraska: Kearney County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,0,0
3/29/2023,5:37 PM,3/29/2023,7:15 PM,Wisconsin: Michigan:,MRO / RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
3/30/2023,9:13 AM,3/30/2023,9:15 AM,Washington: Kitsap County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
3/30/2023,6:28 PM,3/30/2023,10:13 PM,Colorado: Larimer County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,18,Unknown
3/30/2023,9:40 AM,3/30/2023,10:00 AM,Kentucky:,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
3/30/2023,7:21 PM,Unknown,Unknown,Colorado: Larimer County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,Unknown,Unknown
3/30/2023,5:00 AM,3/30/2023,2:20 PM,Pennsylvania: Indiana County;,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,1711,0
3/31/2023,6:00 PM,3/31/2023,8:45 PM,Arkansas:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,58368
3/31/2023,11:00 PM,4/1/2023,4:15 PM,"Minnesota: Ramsey County, Hennepin County, Dakota County, Washington County;",MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,80000
3/31/2023,8:49 PM,Unknown,Unknown,Illinois:,SERC / RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,65000
4/1/2023,2:00 PM,4/3/2023,10:47 AM,Ohio: West Virginia: Virginia:,RF/SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,118000
4/3/2023,12:06 PM,4/3/2023,12:54 PM,Alabama: Walker County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Actual Physical Attack/Vandalism,0,0
4/3/2023,6:50 PM,4/3/2023,7:26 PM,Colorado: Wyoming: Nebraska: Arizona: New Mexico: Utah: California:,WECC/MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Transmission Interruption,Unknown,0
4/8/2023,4:30 AM,4/8/2023,5:05 AM,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
4/11/2023,8:11 AM,Unknown,Unknown,Ohio: Kentucky:,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
4/14/2023,5:30 AM,Unknown,Unknown,Florida: Orange County;,SERC, Cyber event that could potentially impact electric power system adequacy or reliability,Cyber Event,0,0
4/15/2023,4:30 PM,4/15/2023,5:18 PM,Texas: Kentucky: New Mexico: Washington: Oregon: Arizona: California: Nebraska: Pennsylvania: Ohio:,TRE,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
4/16/2023,7:17 AM,4/16/2023,2:00 PM,Texas: Louisiana: Arkansas: Mississippi:,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Suspicious Activity,Unknown,3900
4/17/2023,5:30 AM,4/17/2023,2:00 PM,Florida: Alachua County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Suspicious Activity,0,0
4/17/2023,12:17 PM,4/17/2023,5:12 PM,South Carolina: Aiken County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack/Vandalism,39,8
4/18/2023,8:00 AM,4/18/2023,8:01 AM,Texas: Travis County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack/Vandalism,0,0
4/18/2023,3:41 AM,4/18/2023,4:00 AM,Washington: King County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
4/18/2023,10:36 AM,4/19/2023,11:08 AM,South Dakota: Stanley County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,4,1
4/19/2023,3:15 PM,4/19/2023,3:59 PM,Washington: Snohomish County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
4/19/2023,11:13 PM,4/20/2023,5:24 PM,Texas: Calhoun County;,TRE,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,Unknown,Unknown
4/21/2023,6:02 AM,Unknown,Unknown,California:,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,System Operations,0,0
4/23/2023,9:22 AM,4/24/2023,5:49 PM,Washington: Mason County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,System Operations,25,Unknown
4/25/2023,10:33 AM,4/25/2023,3:43 PM,Arizona: Maricopa County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,System Operations,0,0
4/26/2023,12:31 PM,4/26/2023,2:15 PM,Idaho: Bonner County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
