Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
1/24/2022,10:27 AM,1/24/2022,10:51 AM,Washington: Chelan County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,0,0
1/24/2022,11:50 AM,1/24/2022,4:00 PM,"New York: Dutchess County, Greene County;",NPCC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Sabotage,0,0
1/26/2022,1:37 PM,1/26/2022,2:15 PM,Florida: Leon County;,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
1/27/2022,11:30 AM,1/27/2022,11:31 AM,Nevada: Clark County;,WECC," Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency.",Vandalism,0,0
1/28/2022,3:41 PM,1/28/2022,9:30 PM,"Colorado: Douglas County, Pueblo County, El Paso County, Prowers County;",WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
1/29/2022,8:45 AM,1/30/2022,1:00 AM,Connecticut: Massachusetts: New Hampshire: Rhode Island: Vermont: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,120,12000
1/30/2022,8:41 PM,1/31/2022,12:42 AM,Nebraska:,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
1/31/2022,7:58 PM,1/31/2022,8:10 PM,West Virginia: Monongalia County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
2/1/2022,12:13 PM,2/1/2022,12:25 PM,California: Yuba County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,10,8124
2/3/2022,10:00 AM,2/7/2022,8:00 PM,Tennessee: Shelby County;,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather/Transmission Interruption,Unknown,255000
2/3/2022,12:56 PM,2/4/2022,8:30 PM,Ohio:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather/Transmission Interruption,Unknown,51000
2/3/2022,12:56 PM,Unknown,Unknown,Ohio:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather/Transmission Interruption,Unknown,51000
2/4/2022,6:21 PM,2/4/2022,10:00 PM,Texas:,TRE,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,Unknown,Unknown
2/4/2022,1:10 PM,Unknown,Unknown,New York: Ulster County;,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather/Transmission Interruption,Unknown,67404
2/9/2022,7:00 AM,2/9/2022,9:00 AM,New York: Orange County;,NPCC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
2/12/2022,4:29 PM,2/12/2022,4:30 PM,California: Alameda County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,Unknown,Unknown
2/17/2022,10:30 AM,2/17/2022,10:31 AM,Rhode Island: Providence County[13];,NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
2/17/2022,12:09 AM,2/17/2022,7:36 AM,Louisiana: Lafayette Parish;,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,80,0
2/18/2022,7:10 AM,2/18/2022,4:25 PM,Connecticut: Maine: Massachusetts: New Hampshire: Vermont: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,7,7047
2/22/2022,11:10 AM,2/22/2022,12:15 PM,Texas: Llano County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
2/24/2022,10:25 AM,2/24/2022,10:31 AM,Texas: Montgomery County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,3,1405
2/24/2022,1:09 AM,2/24/2022,2:59 AM,"California: San Bernardino County, Kern County, Solano County, San Diego County;",WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,246,0
2/25/2022,9:31 AM,2/25/2022,1:09 PM,Texas: Travis County; California: San Diego County;,TRE, Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
2/26/2022,11:15 AM,2/26/2022,5:00 PM,Washington: Grant County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Actual Physical Attack,0,0
2/28/2022,9:25 AM,2/28/2022,9:26 AM,Texas: Mitchell County;,TRE, Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
3/1/2022,1:43 PM,3/1/2022,1:47 PM,"Indiana: Marion County, Shelby County, Hendricks County;",RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,0,0
3/2/2022,9:26 AM,3/2/2022,10:05 AM,North Carolina: South Carolina:,SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
3/5/2022,10:58 PM,3/6/2022,7:38 PM,Illinois: DuPage County;,SERC/RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,0,0
3/6/2022,2:30 AM,3/6/2022,5:00 PM,Texas: Cameron County;,TRE,Cyber event that could potentially impact electric power system adequacy or reliability,Cyber Event,0,0
3/8/2022,1:50 PM,3/8/2022,2:39 PM,Georgia: Terrell County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,48,5855
3/10/2022,8:51 AM,3/10/2022,3:15 PM,Nebraska: Scotts Bluff County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
3/11/2022,6:35 AM,3/11/2022,7:00 AM,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
3/12/2022,8:33 AM,Unknown,Unknown,Alabama: Georgia: Mississippi: Florida:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,139,19380
3/13/2022,10:15 PM,3/13/2022,10:38 PM,Minnesota: Hennepin County;,MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
3/14/2022,9:30 AM,3/14/2022,10:45 AM,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Vandalism,0,0
3/14/2022,3:45 PM,Unknown,Unknown,New Jersey:,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Unknown,Unknown
3/15/2022,6:53 PM,3/15/2022,8:33 PM,California: Lake County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Vandalism,10,3958
3/15/2022,11:11 AM,3/15/2022,11:47 AM,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
3/16/2022,11:28 AM,3/16/2022,11:29 AM,California: Sacramento County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
3/17/2022,12:59 PM,44641,4:38 PM,North Carolina: Durham County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack/Vandalism,0,0
3/18/2022,4:32 PM,Unknown,Unknown,Florida: Palm Beach County;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,78,20423
3/20/2022,5:52 PM,3/20/2022,10:20 PM,Minnesota: St. Louis County;,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
3/21/2022,7:00 PM,3/24/2022,12:00 AM,"Texas: Anderson County, Bell County, Bosque County, Comanche County, Coryell County, Falls County, Freestone County, Hamilton County, Henderson County, Hill County, Lampasas County, Leon County, Limestone County, McLennan County, Milam County, Mills County, Robertson County, Collin County, Cooke County, Dallas County, Denton County, Ellis County, Erath County, Fannin County, Grayson County, Hood County, Hunt County, Johnson County, Kaufman County, Navarro County, Parker County, Rains County, Rockwall County, Somervell County, Tarrant County, Van Zandt County, Wise County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,170000
3/22/2022,9:04 PM,3/22/2022,9:08 PM,Maryland: Prince George's County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
3/22/2022,12:06 AM,3/22/2022,4:29 AM,South Dakota:,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
3/25/2022,8:46 PM,3/25/2022,10:48 PM,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
3/29/2022,11:45 AM,Unknown,Unknown,California: Imperial County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
3/29/2022,4:34 PM,3/30/2022,3:25 PM,Vermont: Chittenden County;,NPCC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
3/30/2022,3:45 PM,Unknown,Unknown,Louisiana: Mississippi: Arkansas:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,66448
3/31/2022,8:59 AM,4/1/2022,7:30 PM,"Michigan: Huron County, Tuscola County, St. Clair County, Washtenaw County, Macomb County, Wayne County, Monroe County, Oakland County, Livingston County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,60,70000
3/31/2022,10:43 PM,Unknown,Unknown,Montana: Toole County; Florida: Palm Beach County;,WECC/SERC,Cyber event that could potentially impact electric power system adequacy or reliability,Cyber Event,0,0
3/31/2022,12:04 AM,3/31/2022,9:20 AM,Georgia: Alabama: Mississippi: Florida:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,157,22000
4/5/2022,4:40 AM,4/5/2022,5:21 PM,Missouri: Jackson County;,SERC/RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,73,16299
4/10/2022,3:41 PM,4/10/2022,3:50 PM,Arkansas: Pulaski County;,SERC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,5,Unknown
4/10/2022,3:41 PM,4/10/2022,3:50 PM,Arkansas: Pulaski County;,SERC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,5,Unknown
4/11/2022,9:15 AM,4/13/2022,8:00 AM,"Oregon: Multnomah County, Clackamas County, Marion County, Yamhill County, Washington County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,3140,73717
4/11/2022,9:37 PM,4/11/2022,10:14 PM,California: Riverside County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,2,1337
4/11/2022,8:33 PM,4/11/2022,8:40 PM,Maryland: Calvert County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
4/11/2022,8:33 PM,4/11/2022,8:40 PM,Maryland: Calvert County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
4/12/2022,5:42 PM,4/12/2022,6:38 PM,Arkansas: Ouachita County;,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Attack,0,0
4/13/2022,10:04 PM,4/14/2022,12:02 AM,Louisiana: Iberia Parish;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,7,2429
4/14/2022,5:59 AM,4/14/2022,6:13 AM,California: Los Angeles County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,164,262268
4/16/2022,12:17 PM,Unknown,Unknown,Missouri:,SERC/RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Generation Inadequacy,0,0
4/16/2022,11:08 AM,Unknown,Unknown,Iowa: Polk County; Illinois:,SERC/MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,0,0
4/16/2022,10:45 AM,Unknown,Unknown,Washington:,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
4/16/2022,5:44 PM,Unknown,Unknown,California:,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,9290,Unknown
4/16/2022,5:30 AM,4/16/2022,11:38 AM,California: Shasta County;,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
4/16/2022,10:55 PM,4/16/2022,10:57 PM,Pennsylvania: York County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
4/19/2022,6:00 AM,Unknown,Unknown,New York:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,97000
4/19/2022,8:41 AM,4/19/2022,12:10 PM,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,67754
4/19/2022,4:07 AM,Unknown,Unknown,"New York: Broome County, Chemung County, Chenango County, Clinton County, Columbia County, Cortland County, Delaware County, Dutchess County, Erie County, Essex County, Greene County, Hamilton County, Herkimer County, Madison County, Oneida County, Otsego County, Putnam County, Saratoga County, Schoharie County, Schuyler County, Steuben County, Sullivan County, Tioga County, Tompkins County, Ulster County, Westchester County;",NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,84033
4/22/2022,11:00 PM,4/24/2022,4:00 PM,North Dakota:,MRO,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident,Severe Weather,1000,Unknown
4/22/2022,11:16 PM,4/24/2022,4:00 PM,"North Dakota: Mountrail County, Williams County, Ward County, Burke County, Bottineau County, McLean County, Walsh County, Bowman County, Stark County, Dunn County, Mercer County; Montana: Wibaux County, Richland County;",WECC/MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,Unknown,Unknown
4/23/2022,3:38 PM,4/24/2022,4:00 AM,"North Dakota: Mountrail County, Williams County;",MRO,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident,Severe Weather,480,18430
4/23/2022,7:42 PM,4/24/2022,4:17 PM,"Iowa: Polk County, Warren County; Illinois:",SERC/MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather,43,22400
4/26/2022,2:27 PM,Unknown,Unknown,Minnesota: Chisago County;,MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,17,0
4/26/2022,8:54 AM,4/26/2022,8:55 AM,California: Sacramento County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
4/27/2022,9:00 AM,4/27/2022,9:01 AM,Ohio: Muskingum County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Unknown,Unknown
4/28/2022,7:56 AM,4/28/2022,8:48 AM,North Carolina: South Carolina:,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,74,Unknown
4/28/2022,3:45 PM,Unknown,Unknown,New Mexico: San Juan County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
4/29/2022,7:05 AM,4/29/2022,7:06 AM,California:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
5/2/2022,2:24 PM,5/2/2022,2:25 PM,California:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Unknown,0
5/3/2022,6:42 AM,5/3/2022,1:59 PM,New Hampshire: Carroll County;,NPCC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
5/3/2022,12:17 AM,5/4/2022,12:00 PM,Louisiana:,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,0,0
5/4/2022,2:07 PM,5/5/2022,1:57 AM,Michigan: Wayne County;,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Unknown,0
5/5/2022,1:06 PM,5/5/2022,2:06 PM,Arkansas:,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Unknown,0
5/6/2022,3:02 AM,5/6/2022,3:34 AM,Michigan: Jackson County;,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Fuel Supply Deficiency,0,0
5/9/2022,4:25 PM,5/9/2022,5:10 PM,Texas: Haskell County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
5/9/2022,4:25 PM,5/9/2022,5:10 PM,Texas: Haskell County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
5/11/2022,6:00 PM,5/11/2022,10:42 PM,Minnesota:,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,105000
5/11/2022,10:00 AM,5/11/2022,10:01 AM,Iowa: Clinton County;,MRO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
5/12/2022,4:50 PM,5/13/2022,2:48 AM,South Dakota: Davison County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Unknown,Unknown
5/12/2022,2:58 PM,5/12/2022,2:59 PM,Mississippi: Harrison County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack/Vandalism,0,0
5/12/2022,2:58 PM,5/12/2022,2:59 PM,Mississippi: Lamar County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack/Vandalism,0,0
5/12/2022,1:00 AM,5/12/2022,1:10 AM,Texas: Frio County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
5/12/2022,10:44 AM,5/12/2022,1:34 PM,"Missouri: Barry County, Dade County, Lawrence County;",SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,800,0
5/14/2022,3:05 PM,5/14/2022,4:30 PM,Texas:,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
5/15/2022,11:30 PM,5/17/2022,11:45 PM,"Texas: Collin County, Dallas County, Denton County, Ellis County, Grayson County, Henderson County, Hunt County, Kaufman County, Navarro County, Rockwall County, Smith County, Tarrant County, Van Zandt County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Unknown,150000
5/15/2022,9:00 PM,5/15/2022,9:10 PM,Pennsylvania: Montgomery County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
5/15/2022,9:00 PM,5/15/2022,9:10 PM,Pennsylvania: Montgomery County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
5/16/2022,5:00 AM,5/16/2022,5:01 AM,"California: Solano County, Santa Clara County;",WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
