Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
7/2/2008,4:00 PM,,Ongoing,Restricted Hydroelectric Capability,WECC,,Fuel Supply Deficiency,0,0
7/2/2008,7:16 PM,7/2/2008,11:28 PM,"Santa Barbara County, California, near Goleta",WECC,,Wild Land Fire,208,200000
7/2/2008,7:36 PM,7/3/2008,1:10 AM,Goleta and Santa Barbara Areas of Southern California,WECC,,Brush Fire/Lines Loss/Transmission Emergency Declared,119,37784
7/2/2008,8:00 PM,7/3/2008,3:00 AM,Southeastern Michigan (DTE Service Territory),RFC,,Thunderstorms,0,56000
7/7/2008,12:15 PM,7/10/2008,5:00 PM,ISO Balancing Area,WECC,,Heat Wave/Potential Fire Threat/Made Public Appeals,0,0
7/10/2008,2:22 PM,7/10/2008,5:21 PM,"San Francisco Bay Area, California",WECC,,Unit Tripped,240,0
7/21/2008,12:49 AM,7/22/2008,6:00 PM,"Sioux City, Carroll, Des Moines, Iowa City, and Davenport Iowa, Rock Island, Moline, and Surrounding Area of Illinois",MRO,,Storm,170,185000
7/22/2008,3:00 AM,7/24/2008,7:32 PM,Indiana,RFC,,Severe Thunderstorms,0,58000
7/22/2008,3:00 AM,7/23/2008,3:30 AM,Southwest Ohio,RFC,,Severe Thunderstorms,0,56000
7/22/2008,2:00 PM,7/24/2008,5:09 AM,Texas Panhandle and Southeastern New Mexico,SPP,,Indequate Electric Resources to Serve Load/Public Appeal,0,0
7/23/2008,5:56 AM,7/31/2008,4:00 AM,"Port Isabel, Harlingen, Weslaco, Pharr, San Benito, Mission, McAllen, Edinburg, Texas",TRE,,Hurricane Dolly,703,211266
7/24/2008,7:23 AM,7/24/2008,5:41 PM,"Bangor Hydro System, northern Maine",NPCC,,Electric System Separation/Severe Lightning Storms,180,110000
8/2/2008,8:00 PM,8/3/2008,5:30 AM,Georgia and Alabama,SERC,,Severe Thunderstorms,400,131115
8/3/2008,1:30 AM,8/3/2008,4:15 AM,"Mississippi, Louisiana, Texas",SERC,,Severe Thunderstorms,0,59500
8/4/2008,6:00 PM,8/6/2008,8:00 AM,The ComEd Territory,RFC,,Severe Weather,0,653000
8/5/2008,3:00 AM,8/5/2008,9:50 AM,Northwest Indiana,RFC,,Severe Storms,0,63000
8/9/2008,12:00 PM,8/9/2008,8:46 PM,Texas Panhandle and Eastern New Mexico,SPP,,Declared Energy Emergency Alert 1/Made Public Appeals,0,0
8/15/2008,12:52 PM,8/15/2008,5:00 PM,Part of Seattle's Downtown,WECC,,Made Public Appeals,100,8000
8/16/2008,5:23 AM,8/16/2008,7:30 AM,City of Lubbock,TRE,,Lightning/Transmission Equipment Damage,153,71823
8/16/2008,8:14 AM,8/16/2008,3:00 PM,Island of Puerto Rico,PR,,Shed Firm Load/Voltage Reduction,300,200000
8/18/2008,7:22 PM,8/19/2008,6:44 PM,North Part of Island,PR,,Shed Firm Load,225,100000
8/19/2008,9:29 AM,8/22/2008,10:00 PM,Florida,FRCC,,Tropical Storm Fay,0,101950
8/21/2008,7:00 PM,8/25/2008,8:00 AM,"Alachua, Bay, Brevard, Citrus, Columbia, Dixie, Flagler, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Jefferson, Lafayette, Lake, Leon, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter,  Suwannee, Taylor, Volusia and Wakulla Counties in Florida",FRCC,,Tropical Storm Fay,0,430000
8/22/2008,12:00 PM,8/23/2008,12:00 PM,-,RFC,,Fuel Supply Emergency-Low Coal Inventory Levels,0,0
8/24/2008,4:30 AM,8/24/2008,2:00 PM,Georgia and Alabama,SERC,,Tropical Storm Fay,110,87390
8/31/2008,7:30 AM,9/19/2008,9:00 AM,"Plaquemine, Louisiana",SERC,,Fuel Supply Curtailed,200,0
8/31/2008,7:00 PM,9/3/2008,9:00 AM,"Louisiana, Mississippi, Arkansas",SERC,,Hurricane Gustav,0,964000
9/1/2008,10:30 AM,9/13/2008,7:22 PM,Primarily South and Central Louisiana,SERC,,Hurricane Gustav,400,150000
9/1/2008,11:45 AM,9/10/2008,4:00 PM,"Bayou Division and North Lake Division, Louisiana",SERC,,Hurricane Gustav,0,246092
9/6/2008,7:45 AM,9/6/2008,10:30 AM,Eastern North Carolina,SERC,,Tropical Storm Hanna,0,57000
9/6/2008,2:15 PM,9/6/2008,4:06 PM,North East North Carolina and Virginia,SERC,,Tropical Storm Hanna,220,64463
9/8/2008,10:03 PM,9/9/2008,12:28 AM,A.D. Edmonston Pumping Plant,WECC,,Fuel Supply Deficiency,300,0
9/12/2008,5:45 AM,9/14/2008,1:00 PM,"Primarily Southeast Texas, Louisiana, and Arkansas",SERC,,Hurricane Ike,0,705000
9/12/2008,6:21 PM,10/1/2008,11:59 PM,Greater Houston-Galveston Metro Area,TRE,,Hurricane Ike,8087,2142678
9/12/2008,6:21 PM,10/1/2008,11:59 PM,Greater Houston Area-Eastern Region of ERCOT,TRE,,Hurricane Ike,0,2504366
9/12/2008,8:00 PM,9/27/2008,7:00 PM,Galveston and Brazoria Counties,TRE,,Hurricane Ike,650,113247
9/13/2008,10:24 AM,9/27/2008,2:40 PM,Southwest Louisiana,SERC,,Hurricane Ike,40,50000
9/13/2008,12:00 PM,9/15/2008,8:00 AM,"North, Central and East Texas",TRE,,Hurricane Ike,0,238392
9/13/2008,4:00 PM,9/16/2008,7:44 PM,Texas and Louisana,SPP,,Hurricane Ike,0,184501
9/14/2008,6:30 AM,9/14/2008,2:38 PM,"Ohio, Kentucky, Indiana",RFC,,Tropical Depression Ike,0,875000
9/14/2008,7:30 AM,9/18/2008,3:00 PM,Missouri and Illinois,MRO,,Hurricane Ike,0,107000
9/14/2008,10:01 AM,9/21/2008,5:00 PM,"City of Owensboro, Kentucky",RFC,,High Winds,70,18000
9/14/2008,11:30 AM,9/14/2008,4:30 PM,State of Kentucky,RFC,,Tropical Depression Ike,0,375000
9/14/2008,2:00 PM,9/17/2008,12:00 PM,Dayton Ohio Area,RFC,,Hurricane Ike,1000,95000
9/14/2008,4:00 PM,9/20/2008,11:00 PM,"Northern Indiana, Central and Central Southern Ohio",RFC,,Wind Storm,0,650000
9/14/2008,5:00 PM,9/19/2008,12:38 PM,Western Pennsylvania,RFC,,Wind Storm,72,124596
9/14/2008,5:00 PM,9/22/2008,5:11 PM,"Southern, Eastern, and Central Ohio",RFC,,Wind Storm,469,564728
9/14/2008,5:00 PM,9/22/2008,3:20 AM,Northeast Ohio,RFC,,Wind Storm,430,245164
9/14/2008,7:00 PM,9/14/2008,11:59 PM,Allegheny and Beaver Counties in Pennsylvania,RFC,,Tropical Depression Ike,600,105000
9/15/2008,12:37 AM,9/19/2008,4:30 PM,Western Pennsylvania,RFC,,Tropical Depression Ike,546,160875
9/22/2008,5:49 PM,9/22/2008,6:39 AM,Island of Puerto Rico,PR,,Shed Firm Load,125,43600
9/30/2008,2:02 PM,9/30/2008,2:05 PM,"Plumas County, California",WECC,,Electrical System Separation,30,10000
10/2/2008,2:50 PM,10/2/2008,9:50 AM,Louisiana,SERC,,Load Shedding,200,0
10/25/2008,11:00 PM,10/27/2008,7:00 AM,Connecticut,NPCC,,Severe Storm,0,52000
11/7/2008,11:13 AM,11/7/2008,11:54 AM,Goleta and Santa Barbara Areas of Southern California,WECC,,Load Shedding,250,140000
11/7/2008,11:15 AM,11/7/2008,11:54 AM,Southern California,WECC,,Load Shedding,430,400000
11/11/2008,8:30 AM,11/11/2008,12:19 AM,Island of Puerto Rico,PR,,Shed Firm Load,250,261000
11/15/2008,9:39 AM,11/15/2008,10:10 AM,City of Los Angeles,WECC,,Brush Fire/Shed Firm Load,211,115500
12/2/2008,4:30 AM,12/2/2008,7:00 AM,"St. Louis, Missouri",Midwest ISO (RFC,,Fire/Load Shedding,135,53000
12/9/2008,5:27 PM,12/10/2008,4:12 AM,Central New Jersey,RFC,,Lines Loss/Transmission,438,156729
12/10/2008,5:09 PM,12/10/2008,8:29 PM,Southern Oregon,WECC,,Equipment Failure/Made Public Appeal,32,3
12/11/2008,9:00 AM,12/13/2008,11:59 PM,"Southern Louisiana, Southern and Central Mississippi",SERC,,Snow Storm,0,91300
12/11/2008,6:00 PM,12/15/2008,12:00 AM,Northern Dutchess County and Western Ulster County in the Mid-Hudson Region of New York State,NPCC,,Ice Storm,0,60000
12/12/2008,1:00 AM,12/22/2008,12:00 AM,New England,NPCC,,Ice Storm,0,970000
12/12/2008,2:38 AM,12/19/2008,1:24 PM,Eastern New York,NPCC,,Ice Storm,200,190000
12/12/2008,8:45 AM,12/14/2008,9:52 AM,Southern and Central Maine,NPCC,,Ice Storm,0,169757
12/13/2008,3:30 PM,12/21/2008,9:17 AM,Humboldt Area of California,WECC,,Declared Stage 1 Electric Emergency/Made Public Appeal,5,0
12/19/2008,1:02 AM,12/19/2008,6:17 AM,"East of Oroville, California",WECC,,Electrical System Separation,1,638
12/19/2008,8:30 AM,12/22/2008,12:00 PM,"Indiana, Michigan and Northwest Ohio",RFC,,Ice Storm,0,140000
12/19/2008,9:00 AM,12/20/2008,8:20 AM,Northwest Indiana,RFC,,Ice Storm,0,50000
12/26/2008,11:40 AM,12/26/2008,3:34 PM,"Orangevale Area of Sacramento, California",WECC,,Load Shedding,110,50000
