Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
2/9/2017,4:05 PM,2/10/2017,5:15 AM,Connecticut: Massachusetts: Rhode Island:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,11525
2/11/2017,3:46 PM,2/11/2017,3:50 PM,Utah,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Attack,0,0
2/13/2017,1:00 PM,2/15/2017,1:35 PM,North Carolina: Union County;,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism ,0,0
2/17/2017,1:00 PM,2/17/2017,1:15 PM,Nevada: Clark County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism ,0,0
2/17/2017,3:00 PM,2/20/2017,11:00 AM,California: Los Angeles County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,111591
2/17/2017,8:09 AM,2/22/2017,7:30 PM,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,254,169250
2/17/2017,4:32 AM,2/17/2017,5:02 AM,Missouri: Arkansas: Oklahoma: Texas:,SPP,Cyber event that could potentially impact electric power system adequacy or reliability,System Operations,0,0
3/1/2017,11:49 AM,3/2/2017,9:30 PM,Kentucky: West Virginia:,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,98575
3/1/2017,8:30 AM,3/1/2017,2:00 PM,Tennessee: Kentucky:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,58000
3/2/2017,12:20 PM,3/2/2017,11:45 PM,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,54316
3/6/2017,8:00 PM,3/7/2017,1:00 AM,"Missouri: Jackson County, Platte County, Cass County, Lafayette County, Chariton County, Carroll County, Clay County, Johnson County;",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,97734
3/8/2017,11:30 AM,3/8/2017,7:52 PM,Ohio,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,71012
3/8/2017,12:00 PM,3/11/2017,11:31 AM,Michigan,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,800000
3/8/2017,9:30 AM,3/11/2017,5:00 AM,"Michigan: Jackson County, Calhoun County, Ingham County, Hillsdale County, Washtenaw County, Kent County, Ottawa County, Midland County, Saginaw County;",RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,343000
3/8/2017,1:30 PM,3/8/2017,4:30 PM,New York,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather/Transmission Interruption,0,106869
3/8/2017,3:33 PM,Unknown,Unknown,New York,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,50000
3/12/2017,9:56 AM,3/12/2017,11:20 AM,California: Imperial County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,1
3/14/2017,12:32 PM,Unknown,Unknown,Connecticut: Massachusetts: Rhode Island: New Hampshire: Maine: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,69647
3/21/2017,8:00 PM,3/22/2017,9:15 AM,Georgia,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,857,257000
3/24/2017,6:29 AM,3/24/2017,7:13 AM,Oregon: Clatsop County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Sabotage,0,0
3/28/2017,4:07 PM,3/28/2017,4:08 PM,Oregon: Josephine County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Suspicious Activity,0,0
3/29/2017,3:30 AM,3/31/2017,6:00 AM,Texas,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,175000
3/31/2017,7:15 PM,3/31/2017,9:07 PM,Mississippi: DeSoto County;,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
4/3/2017,11:00 AM,4/3/2017,8:00 PM,"Alabama, Georgia",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,290,86330
4/6/2017,7:00 PM,Unknown,Unknown,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,100000
4/7/2017,4:16 AM,Unknown,Unknown,California: Fresno County,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0
4/7/2017,8:15 AM,4/8/2017,12:14 AM,"Oregon: Multnomah County, Washington County, Marion County, Clackamas County",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,153867
4/7/2017,4:33 AM,4/7/2017,8:20 AM,Oregon,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,100,64852
4/13/2017,7:50 AM,4/13/2017,8:07 AM,Washington: Pierce County,WECC,Physical attack that causes major interruptions or impacts to critical infrastructure facilities or to operations,Sabotage,53,10000
4/17/2017,9:25 AM,4/17/2017,9:26 AM,Utah: Emery County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Sabotage,0,0
4/20/2017,4:00 PM,4/20/2017,6:00 PM,Wyoming: Converse County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems, Vandalism,0,0
4/21/2017,10:34 AM,4/21/2017,3:55 PM,Kentucky: Bullitt County,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems, Vandalism,0,0
4/21/2017,9:06 AM,4/21/2017,5:45 PM,"California: San Francisco, City and County of[10]",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",System Operations,130,88000
4/23/2017,11:55 PM,4/23/2017,11:56 PM,Oregon: Multnomah County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
4/24/2017,5:32 AM,4/24/2017,6:33 AM,North Carolina: Mecklenburg County,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,240,74698
4/30/2017,1:00 AM,4/30/2017,5:45 PM,"Arkansas, Louisiana, Mississippi",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,145174
5/1/2017,11:14 PM,5/1/2017,11:34 PM,Ohio,RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,92390
5/3/2017,7:05 PM,5/3/2017,9:00 PM,California,WECC,Load shedding of 100 Megawatts or more implemented under emergency operational policy,Generation Inadequacy,878,0
5/3/2017,6:58 PM,5/3/2017,9:15 PM,California,WECC,Load shedding of 100 Megawatts or more implemented under emergency operational policy,Generation Inadequacy,572,0
5/3/2017,11:00 PM,Unknown,Unknown,"Pennsylvania: Philadelphia County, Montgomery County",RFC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
5/4/2017,5:00 AM,5/4/2017,10:00 PM,Alabama: Georgia,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,200,60377
5/7/2017,11:30 PM,5/8/2017,5:00 AM,Kentucky: Daviess County,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,Generation Inadequacy,80,0
5/7/2017,5:15 AM,Unknown,Unknown,California: Fresno County,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0
5/11/2017,11:05 AM,5/11/2017,1:05 PM,Washington: Yakima County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
5/19/2017,5:30 AM,Unknown,Unknown,Missouri: St. Louis County,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,70696
5/21/2017,4:44 PM,5/21/2017,5:43 PM,"Idaho: Lincoln County, Jerome County",WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,21,9598
5/23/2017,5:02 AM,5/23/2017,8:40 AM,Tennessee: Davidson County,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,10,4700
5/27/2017,11:00 PM,Unknown,Unknown,"Tennessee: Shelby County, Putnam County, Knox County, Davidson County, Hamilton County; Alabama: Madison County",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,116000
5/27/2017,11:10 PM,Unknown,Unknown,Tennessee: Shelby County,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,391,188000
5/28/2017,7:30 PM,5/29/2017,10:00 PM,Louisiana: Texas,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,103000
5/28/2017,4:27 PM,5/28/2017,4:28 PM,Nevada: Clark County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
5/28/2017,7:30 PM,5/29/2017,10:00 PM,Texas: Louisiana,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,103000
6/7/2017,1:12 PM,6/7/2017,1:13 PM,Washington: Yakima County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism ,0,0
6/11/2017,1:25 PM,6/11/2017,7:15 PM,Wisconsin,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,53610
6/11/2017,2:39 PM,6/11/2017,5:55 PM,Michigan,RFC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,63,0
6/11/2017,7:00 AM,6/11/2017,11:22 AM,Minnesota,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,70000
6/15/2017,5:00 PM,6/15/2017,10:00 PM,"Alabama, Georgia",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,275,82713
6/16/2017,8:00 PM,6/17/2017,6:00 AM,Arkansas,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,76000
6/16/2017,8:00 PM,Unknown,Unknown,"Nebraska: Cass County, Douglas County, Sarpy County",MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,76000
6/17/2017,9:00 PM,6/18/2017,7:00 AM,"Kansas, Missouri: Jackson County, Platte County, Clay County, Cass County",MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,84737
6/21/2017,12:00 AM,6/21/2017,1:00 AM,Oregon: Baker County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Physical Attack,0,0
6/22/2017,6:00 PM,6/25/2017,12:45 PM,"Michigan: Wayne County, Monroe County",RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,118631
6/29/2017,4:00 AM,Unknown,Unknown,Louisiana: Orleans Parish,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism ,130,6467
6/30/2017,7:45 AM,6/30/2017,7:46 AM,Idaho: Ada County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism ,0,0
7/6/2017,12:00 AM,Unknown,Unknown,Idaho: Jerome County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
7/7/2017,3:30 AM,7/8/2017,7:30 PM,"Michigan: Kent County, Ottawa County, Muskegon County, Barry County, Oceana County, Eaton County",RFC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,160000
7/8/2017,6:52 PM,7/9/2017,8:00 AM,California: Los Angeles County,WECC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,Transmission Interruption,645,176867
7/11/2017,10:00 AM,7/11/2017,12:00 PM,Minnesota,MRO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
7/12/2017,12:25 PM,7/15/2017,9:00 AM,Tennessee,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
7/12/2017,12:25 PM,Unknown,Unknown,Tennessee: Shelby County,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
7/18/2017,4:03 AM,Unknown,Unknown,Missouri,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Attack,0,700
7/18/2017,4:23 PM,7/18/2017,6:39 PM,Nevada,WECC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,Severe Weather,0,0
7/20/2017,1:00 AM,7/20/2017,9:46 AM,Utah: Beaver County,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
7/22/2017,10:00 PM,7/23/2017,12:00 PM,"Missouri: Clay County, Jackson County, Lafayette County, Platte County; Kansas: Johnson County, Miami County, Wyandotte County",SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,112540
7/22/2017,10:00 PM,Unknown,Unknown,Missouri,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,131000
7/22/2017,10:00 PM,Unknown,Unknown,Missouri,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,115000
7/23/2017,4:00 AM,Unknown,Unknown,Missouri: Illinois,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,82000
7/27/2017,6:00 AM,7/27/2017,11:29 AM,California: Butte County,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0
8/5/2017,1:20 PM,8/5/2017,2:20 PM,California: Humboldt County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
8/21/2017,11:41 PM,8/22/2017,12:21 AM,California: Plumas County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,1,2
8/25/2017,6:30 PM,9/5/2017,5:00 PM,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,330000
8/25/2017,6:17 PM,9/2/2017,5:00 PM,"Texas: Matagorda County, Nueces County, Aransas County, Refugio County, San Patricio County, Calhoun County, Victoria County, Jackson County, Live Oak County, Jim Wells County, Bee County, Lavaca County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,220400
8/26/2017,6:26 AM,9/8/2017,12:00 AM,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,1076868
8/26/2017,12:39 AM,8/26/2017,12:52 AM,Texas:,TRE,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,0,0
8/27/2017,5:10 AM,9/8/2017,12:00 AM,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,1076868
8/30/2017,2:15 AM,Unknown,Unknown,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,78500
8/31/2017,2:49 PM,8/31/2017,5:14 PM,California: Los Angeles County;,WECC,Load shedding of 100 Megawatts or more implemented under emergency operational policy,Severe Weather,100,0
9/1/2017,3:41 PM,9/1/2017,8:30 PM,California:,WECC,Load shedding of 100 Megawatts or more implemented under emergency operational policy,Severe Weather,337,0
9/9/2017,12:00 AM,Unknown,Unknown,"Florida: Hillsborough County, Pasco County, Polk County;",FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,1275,425000
9/9/2017,12:30 PM,Unknown,Unknown,Florida:,FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,3500000
9/10/2017,8:37 PM,Unknown,Unknown,Florida:,FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,452555
9/10/2017,6:35 PM,9/13/2017,5:00 PM,"Florida: Alachua County, Bay County, Brevard County, Citrus County, Columbia County, Dixie County, Flagler County, Franklin County, Gilchrist County, Gulf County, Hamilton County, Hardee County, Hernando County, Highlands County, Jefferson County, Lafayette County, Lake County, Leon County, Levy County, Madison County, Marion County, Orange County, Osceola County, Pasco County, Pinellas County, Polk County, Seminole County, Sumter County, Suwannee County, Taylor County, Volusia County, Wakulla County;",FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,4500,1000000
9/11/2017,2:27 AM,9/15/2017,8:44 PM,Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,132,39659
9/11/2017,5:30 PM,9/13/2017,9:30 AM,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,365,265729
9/11/2017,12:30 AM,Unknown,Unknown,Florida:,FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,200,20000
9/11/2017,12:55 PM,9/12/2017,8:00 AM,South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,687,154832
10/4/2017,2:30 AM,Unknown,Unknown,Tennessee: Shelby County;,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
10/4/2017,1:20 AM,10/4/2017,3:00 AM,Mississippi:,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Attack,0,0
10/8/2017,3:00 AM,Unknown,Unknown,Alabama: Florida: Mississippi:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,306,91945
10/9/2017,2:03 AM,10/17/2017,1:30 PM,California:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather/Transmission Interruption,177,117900
10/9/2017,6:44 AM,Unknown,Unknown,California:,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,100,0
10/12/2017,9:09 AM,Unknown,Unknown,Mississippi: Coahoma County;,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,System Operations,0,0
10/16/2017,3:55 PM,10/16/2017,4:10 PM,Washington:,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,0,0
10/16/2017,3:45 PM,10/16/2017,4:09 PM,Washington: Montana:,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,0,0
10/19/2017,4:01 PM,10/19/2017,4:02 PM,Utah: Salt Lake County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Suspected Physical Attack,0,0
10/20/2017,3:44 AM,10/20/2017,3:45 AM,Washington:,WECC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,Severe Weather,900,0
10/20/2017,6:30 PM,10/20/2017,10:22 PM,Texas:,TRE,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
10/22/2017,8:45 AM,10/22/2017,2:00 PM,Louisiana: Mississippi: Arkansas: Texas:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,0
10/23/2017,5:50 PM,10/24/2017,6:17 PM,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,440,115144
10/25/2017,12:00 PM,10/25/2017,4:00 PM,California:,WECC,Cyber event that could potentially impact electric power system adequacy or reliability,Suspicious Activity,0,0
10/26/2017,5:50 PM,Unknown,Unknown,Montana: Big Horn County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Attack,0,0
10/26/2017,8:17 AM,10/26/2017,8:41 AM,Washington: Whatcom County; Montana:,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,0,0
10/26/2017,8:17 AM,10/26/2017,8:41 AM,Washington: Clark County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Transmission Interruption,0,0
10/29/2017,11:40 PM,11/1/2017,6:08 PM,Connecticut: Massachusetts: New Hampshire: Maine: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,310453
11/1/2017,3:40 PM,11/1/2017,10:00 PM,Kentucky: Daviess County;,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the electric power system,Generation Inadequacy,0,0
11/5/2017,7:35 PM,11/5/2017,11:09 PM,Ohio:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,89216
11/7/2017,12:29 PM,Unknown,Unknown,Louisiana:,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Suspicious Activity,0,0
11/9/2017,8:45 AM,11/9/2017,2:00 PM,Colorado: Weld County;,WECC,Cyber event that could potentially impact electric power system adequacy or reliability,System Operations,0,0
11/13/2017,4:33 PM,11/16/2017,6:00 AM,Washington: King County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,85,68430
11/13/2017,2:00 AM,11/15/2017,8:17 AM,"Washington: Island County, King County, Kitsap County, Thurston County, Skagit County, Whatcom County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,236100
11/16/2017,3:05 PM,11/16/2017,3:06 PM,Oregon: Tillamook County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
11/24/2017,5:06 PM,11/26/2017,5:22 PM,Nevada: Clark County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
12/4/2017,9:53 PM,Unknown,Unknown,California:,WECC,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,Severe Weather/Transmission Interruption,540,263000
12/5/2017,6:30 AM,12/6/2017,10:00 AM,"Michigan: Oscoda County, Isabella County, Roscommon County, Ogemaw County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,117500
12/5/2017,6:50 AM,12/5/2017,9:00 AM,Louisiana:,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
12/7/2017,8:00 PM,12/8/2017,5:00 PM,Texas: Bexar County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,88000
12/8/2017,9:30 AM,12/8/2017,10:30 PM,Louisiana: Mississippi:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,79000
12/8/2017,10:00 AM,12/10/2017,8:50 PM,Alabama: Georgia: Mississippi:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,865,301872
12/10/2017,1:25 AM,12/10/2017,2:30 AM,"California: Ventura County, Santa Barbara County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather/Transmission Interruption,110,51323
12/12/2017,2:22 AM,12/12/2017,2:25 AM,New York: Saratoga County;,NPCC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Attack,3,1208
12/13/2017,9:55 AM,12/13/2017,2:45 PM,New York: Suffolk County;,NPCC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,0,0
12/13/2017,8:50 AM,Unknown,Unknown,Connecticut: New Haven County[13];,NPCC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Suspicious Activity,0,0
12/18/2017,1:00 PM,12/18/2017,5:00 PM,Mississippi:,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
12/19/2017,8:40 AM,12/19/2017,10:36 AM,Florida: Alachua County;,FRCC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
12/29/2017,6:15 AM,12/29/2017,11:44 AM,Texas: Calhoun County;,TRE,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Suspicious Activity,0,0
12/29/2017,7:00 AM,Unknown,Unknown,New York: Tompkins County;,NPCC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,210,0
12/31/2017,11:54 PM,1/1/2018,2:14 PM,Colorado:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
