Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
2/17/2020,4:00 AM,Unknown,Unknown,Northern and Central California;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,91,70000
2/18/2020,1:00 PM,2/18/2020,2:00 PM,California: Kern County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
2/25/2020,11:45 AM,2/25/2020,1:00 PM,California: Los Angeles County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
2/26/2020,4:30 PM,2/26/2020,5:02 PM,Oklahoma:,SPP RE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
2/26/2020,5:00 PM,2/26/2020,6:05 PM,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
2/26/2020,11:29 AM,2/26/2020,12:14 PM,South Dakota: Wyoming: Colorado:,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
2/29/2020,1:45 AM,2/29/2020,2:30 AM,"Nevada: Clark County, Washoe County;",WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
3/1/2020,11:27 AM,3/1/2020,9:47 PM,Mississippi: Rankin County;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,19,3136
3/1/2020,10:15 PM,Unknown,Unknown,New York:,NPCC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
3/1/2020,8:00 AM,Unknown,Unknown,Western NY,NPCC,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Fuel Supply Deficiency,675,0
3/2/2020,1:43 AM,3/2/2020,2:43 AM,"Nevada: Clark County, Washoe County;",WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
3/3/2020,2:30 PM,3/3/2020,2:31 PM,Alabama:,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
3/8/2020,10:10 PM,3/9/2020,1:02 AM,Texas: Llano County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
3/12/2020,1:03 AM,3/12/2020,3:00 AM,Pennsylvania:,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,40,15864
3/16/2020,12:01 PM,3/16/2020,1:10 PM,California:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,165,110800
3/16/2020,8:00 AM,3/16/2020,8:01 AM,California: Los Angeles County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
3/16/2020,8:00 AM,3/16/2020,8:01 AM,California: Los Angeles County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
3/17/2020,10:30 AM,3/17/2020,11:41 AM,Michigan: Washtenaw County;,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,6062,0
3/18/2020,7:09 AM,Unknown,Unknown,Utah:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Natural Disaster,237,73000
3/19/2020,5:05 PM,3/19/2020,5:43 PM,Minnesota: St. Louis County;,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
3/20/2020,10:20 PM,3/20/2020,11:30 PM,Connecticut: Massachusetts: Rhode Island: Maine: New Hampshire: Vermont:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
3/20/2020,11:38 PM,3/20/2020,11:59 PM,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
3/20/2020,11:45 PM,3/21/2020,12:30 AM,Connecticut: Massachusetts:,NPCC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
3/23/2020,12:15 AM,3/25/2020,5:11 PM,Wisconsin: Columbia County;,MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
3/23/2020,2:15 PM,3/23/2020,4:37 PM,Virginia:,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Sabotage,0,1018
3/24/2020,12:45 PM,3/24/2020,2:00 PM,California: Nevada County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
3/24/2020,2:55 AM,3/24/2020,6:50 AM,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,51026
3/25/2020,10:31 AM,Unknown,Unknown,Nevada: Clark County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
3/26/2020,9:29 PM,3/26/2020,9:47 PM,Ohio:,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,19,11964
3/27/2020,1:06 PM,3/27/2020,1:58 PM,"Delaware: Kent County, New Castle County, Sussex County; Maryland: Cecil County, Harford County, Talbot County, Kent County, Queen Anne&#39;s County, Dorchester County, Wicomico County, Worcester County, Somerset County;",RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
3/27/2020,1:06 PM,3/27/2020,1:58 PM,"New Jersey: Atlantic County, Cape May County, Cumberland County, Gloucester County, Salem County;",RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
3/29/2020,8:27 PM,3/29/2020,11:04 PM,Mississippi: Panola County;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,4,1558
3/31/2020,11:45 AM,3/31/2020,8:00 PM,Alabama: Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,412,57744
4/1/2020,9:43 PM,4/1/2020,10:18 PM,Illinois: Williamson County;,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
4/2/2020,6:41 PM,4/2/2020,7:23 PM,Texas: Travis County;,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
4/2/2020,1:37 PM,4/2/2020,2:43 PM,Nebraska: York County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,5,0
4/2/2020,8:45 PM,Unknown,Unknown,Washington: Wallula,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
4/3/2020,9:13 AM,Unknown,Unknown,Nevada: Clark County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
4/5/2020,2:30 AM,4/5/2020,3:01 AM,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
4/5/2020,3:46 PM,4/5/2020,5:35 PM,California: Stanislaus County;,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,Severe Weather,7,6814
4/7/2020,11:39 PM,4/7/2020,11:46 PM,Washington:,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
4/8/2020,9:57 PM,4/9/2020,8:59 AM,Ohio: Kentucky:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,78314
4/8/2020,10:03 PM,4/9/2020,7:36 AM,Indiana:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,93000
4/8/2020,1:21 AM,4/8/2020,3:56 AM,Ohio:,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,82509
4/9/2020,7:25 PM,4/10/2020,3:30 AM,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,95000
4/9/2020,7:40 PM,4/11/2020,10:00 PM,Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,340000
4/9/2020,7:34 AM,4/9/2020,5:40 PM,Wisconsin: Dane County;,RF,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
4/10/2020,10:00 AM,4/10/2020,4:19 PM,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
4/10/2020,4:00 PM,Unknown,Unknown,Nevada: White Pine County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
4/11/2020,11:24 AM,4/11/2020,11:42 AM,Wyoming:,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
4/11/2020,5:40 PM,4/11/2020,5:51 PM,Utah: Salt Lake City,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Suspicious Activity,0,0
4/12/2020,8:45 PM,Unknown,Unknown,Arkansas:,SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,95318
4/12/2020,1:00 PM,4/12/2020,7:27 PM,"Louisiana: Acadia Parish, Iberville Parish, Jefferson Davis Parish, Concordia Parish, Winn Parish, Catahoula Parish, Terrebonne Parish, St. Mary Parish;",SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Severe Weather,122,37991
4/12/2020,8:30 PM,4/14/2020,9:00 AM,Arkansas:,SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,51000
4/12/2020,9:28 PM,4/15/2020,12:00 PM,Virginia: West Virginia:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,104000
4/12/2020,5:00 PM,4/14/2020,1:25 AM,Mississippi: Alabama: Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,448,62828
4/12/2020,6:13 PM,4/13/2020,3:23 PM,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,63289
4/13/2020,3:30 AM,4/14/2020,6:18 PM,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,216400
4/13/2020,12:45 AM,4/13/2020,3:00 AM,Tennessee: Hamilton County;,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,120000
4/13/2020,8:08 AM,Unknown,Unknown,South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,72233
4/13/2020,10:25 AM,4/13/2020,6:55 PM,North Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,95000
4/13/2020,1:05 PM,4/14/2020,4:00 PM,Connecticut: Maine: Massachusetts: New Hampshire: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,68476
4/13/2020,7:31 AM,4/13/2020,2:00 PM,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,0
4/16/2020,11:30 AM,4/16/2020,3:45 PM,Georgia:,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
4/18/2020,7:38 PM,Unknown,Unknown,Nevada: Washoe County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
4/19/2020,1:14 AM,4/20/2020,11:42 AM,North Dakota: Burleigh County;,MRO,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
4/20/2020,12:42 PM,4/20/2020,1:27 PM,South Dakota: Deuel County;,MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
4/20/2020,12:59 AM,4/20/2020,8:40 AM,Alabama: Mississippi: Georgia: Florida:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,552,77341
4/23/2020,4:30 AM,4/23/2020,7:00 AM,Mississippi: Arkansas: Louisiana:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,55184
4/23/2020,8:00 AM,4/23/2020,11:40 PM,Alabama: Georgia: Mississippi: Florida:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,375,52163
4/24/2020,10:00 PM,Unknown,Unknown,Nevada: White Pine County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
4/24/2020,9:00 PM,4/24/2020,9:33 PM,"California: Placer County, Nevada County;",WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,System Operations,5,945
4/25/2020,9:25 PM,4/25/2020,9:56 PM,Oregon: Multnomah County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
4/26/2020,1:38 AM,Unknown,Unknown,Florida:,FRCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,49999
4/28/2020,8:01 PM,4/28/2020,11:21 PM,Texas: Jefferson County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,14,1
4/29/2020,6:00 AM,4/29/2020,12:31 PM,Louisiana:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,77933
4/29/2020,5:55 AM,4/29/2020,7:00 PM,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,146660
4/30/2020,3:00 PM,Unknown,Unknown,"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,78007
5/4/2020,11:59 AM,5/7/2020,8:00 PM,Tennessee: Davidson County;,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,500,130000
5/8/2020,1:45 PM,5/8/2020,1:46 PM,Nevada: Nye County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
5/13/2020,11:16 PM,5/14/2020,1:52 PM,Indiana: Hendricks County;,RF,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
5/13/2020,5:12 AM,5/13/2020,2:07 PM,Washington:,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
5/14/2020,11:23 AM,5/14/2020,11:25 AM,Oregon: Jackson County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
5/15/2020,5:55 PM,5/17/2020,6:00 PM,New York: Saratoga County;,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,52
5/16/2020,12:00 AM,5/16/2020,12:30 AM,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
5/18/2020,11:51 PM,5/19/2020,4:37 AM,South Carolina:,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
5/18/2020,9:27 AM,5/18/2020,10:15 AM,Oregon: Clackamas County;,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
5/19/2020,8:04 PM,5/19/2020,10:00 PM,Alabama: Jefferson County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,8,6000
5/19/2020,8:17 AM,5/19/2020,8:18 AM,Idaho: Bonneville County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
5/19/2020,1:45 PM,5/19/2020,1:46 PM,Arkansas:,SPP RE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
5/20/2020,11:41 AM,Unknown,Unknown,Nevada: Clark County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
5/22/2020,4:35 PM,5/23/2020,3:29 PM,North Carolina: South Carolina:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,108190
5/24/2020,4:45 PM,Unknown,Unknown,Central Oklahoma,SPP RE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,54000
5/25/2020,10:58 AM,5/25/2020,1:00 PM,Texas: Kerr County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,8,3745
5/27/2020,5:15 PM,5/29/2020,6:30 AM,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,382000
5/27/2020,5:20 PM,Unknown,Unknown,Texas:,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,273269
5/29/2020,5:01 PM,5/29/2020,6:57 PM,Pennsylvania: Warren County;,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
5/29/2020,5:30 PM,5/31/2020,6:00 PM,Minnesota: Hennepin County;,MRO,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.",System Operations,0,0
5/29/2020,9:37 PM,5/30/2020,4:29 AM,Ohio: Franklin County;,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
5/30/2020,10:20 PM,5/30/2020,11:00 PM,Texas: Bexar County;,TRE,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
5/31/2020,9:30 PM,6/1/2020,1:00 AM,Alabama: Jefferson County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
5/31/2020,12:15 AM,Unknown,Unknown,Pennsylvania:,RF,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center.",Vandalism,0,0
6/2/2020,2:36 PM,6/2/2020,2:37 PM,"Idaho: Blaine County, Jerome County, Minidoka County, Power County;",WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
6/3/2020,1:00 PM,6/6/2020,4:30 PM,New Jersey:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,80,87000
6/3/2020,12:30 PM,6/3/2020,6:00 PM,"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,708000
6/3/2020,4:57 PM,6/3/2020,5:29 PM,North Dakota: Minnesota:,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
6/3/2020,1:36 PM,6/3/2020,4:30 PM,New Jersey:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,78079
6/9/2020,11:21 AM,6/9/2020,12:01 PM,Washington:,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
6/10/2020,7:30 PM,Unknown,Unknown,"Michigan: Oakland County, Macomb County, Wayne County, Sanilac County, Tuscola County, Huron County, Lapeer County, Livingston County, Monroe County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,237000
